Timestamp;Value
2011-02-04;-4250
2011-02-05;-4253
2011-02-06;-4257
2011-02-07;-4259
2011-02-08;-4262
2011-02-09;-4266
2011-02-10;-4268
2011-02-11;-4270
2011-02-12;-4272
2011-02-13;-4277
2011-02-14;-4283
2011-02-15;-4286
2011-02-16;-4289
2011-02-17;-4293
2011-02-18;-4298
2011-02-19;-4301
2011-02-20;-4305
2011-02-21;-4309
2011-02-22;-4311
2011-02-23;-4313
2011-02-24;-4319
2011-02-25;-4320
2011-02-26;-4322
2011-02-27;-4326
2011-02-28;-4330
2011-03-01;-4333
2011-03-02;-4337
2011-03-03;-4339
2011-03-04;-4342
2011-03-05;-4345
2011-03-06;-4347
2011-03-07;-4352
2011-03-08;-4354
2011-03-09;-4358
2011-03-10;-4362
2011-03-11;-4365
2011-03-12;-4368
2011-03-13;-4372
2011-03-14;-4375
2011-03-15;-4379
2011-03-16;-4383
2011-03-17;-4387
2011-03-18;-4390
2011-03-19;-4393
2011-03-20;-4396
2011-03-21;-4400
2011-03-22;-4402
2011-03-23;-4406
2011-03-24;-4408
2011-03-25;-4411
2011-03-26;-4415
2011-03-27;-4417
2011-03-28;-4420
2011-03-29;-4422
2011-03-30;-4424
2011-03-31;-4429
2011-04-01;-4430
2011-04-02;-4434
2011-04-03;-4436
2011-04-04;-4439
2011-04-05;-4442
2011-04-06;-4446
2011-04-07;-4448
2011-04-08;-4451
2011-04-09;-4454
2011-04-10;-4457
2011-04-11;-4460
2011-04-12;-4467
2011-04-13;-4472
2011-04-14;-4475
2011-04-15;-4478
2011-04-16;-4482
2011-04-17;-4485
2011-04-18;-4489
2011-04-19;-4492
2011-04-20;-4496
2011-04-21;-4498
2011-04-22;-4501
2011-04-23;-4505
2011-04-24;-4509
2011-04-25;-4510
2011-04-26;-4511
2011-04-27;-4514
2011-04-28;-4516
2011-04-29;-4515
2011-04-30;-4503
2011-05-01;-4501
2011-05-02;-4495
2011-05-03;-4489
2011-05-04;-4483
2011-05-05;-4472
2011-05-06;-4465
2011-05-07;-4462
2011-05-08;-4459
2011-05-09;-4458
2011-05-10;-4457
2011-05-11;-4458
2011-05-12;-4456
2011-05-13;-4457
2011-05-14;-4459
2011-05-15;-4460
2011-05-16;-4459
2011-05-17;-4462
2011-05-18;-4465
2011-05-19;-4466
2011-05-20;-4466
2011-05-21;-4468
2011-05-22;-4468
2011-05-23;-4470
2011-05-24;-4471
2011-05-25;-4466
2011-05-26;-4466
2011-05-27;-4464
2011-05-28;-4463
2011-05-29;-4465
2011-05-30;-4465
2011-05-31;-4459
2011-06-01;-4451
2011-06-02;-4441
2011-06-03;-4430
2011-06-04;-4423
2011-06-05;-4413
2011-06-06;-4410
2011-06-07;-4408
2011-06-08;-4405
2011-06-09;-4404
2011-06-10;-4404
2011-06-11;-4405
2011-06-12;-4406
2011-06-13;-4408
2011-06-14;-4409
2011-06-15;-4410
2011-06-16;-4412
2011-06-17;-4413
2011-06-18;-4413
2011-06-19;-4412
